0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,class
0.06254399999989993,0.018143999999970968,0.024447999999960883,0.02774399999995561,0.0239999999999616,0.020639999999966976,0.018415999999970536,0.018751999999969998,0.018271999999970763,0.021743999999965208,0.027359999999956225,0.03403199999994555,0.039151999999937355,0.03854399999993833,0.028607999999954226,0.025295999999959524,0.019471999999968844,0.019103999999969434,0.01897599999996964,0.020991999999966413,0.02403199999996155,0.024959999999960063,0.022559999999963904,0.016527999999973553,0.3856799999993829,0
0.03548799999994322,0.01171199999998126,0.01574399999997481,0.017695999999971686,0.0173119999999723,0.01953599999996874,0.01942399999996892,0.02105599999996631,0.023711999999962062,0.02822399999995484,0.03523199999994363,0.055759999999910784,0.0911199999998542,0.10823999999982681,0.08195199999986888,0.052783999999915544,0.03315199999994695,0.02436799999996101,0.019375999999968998,0.016271999999973964,0.014031999999977549,0.013023999999979162,0.011215999999982055,0.00839999999998656,0.22516799999963974,0
0.05511999999991181,0.019615999999968613,0.024095999999961447,0.024607999999960627,0.02251199999996398,0.019183999999969305,0.016991999999972814,0.01807999999997107,0.017759999999971583,0.0219999999999648,0.027071999999956683,0.03751999999993997,0.04939199999992097,0.05142399999991772,0.03934399999993705,0.03139199999994977,0.024207999999961267,0.021407999999965746,0.019871999999968203,0.02091199999996654,0.020879999999966592,0.022607999999963827,0.020591999999967053,0.014415999999976933,0.3589919999994256,0
0.06539199999989537,0.022415999999964135,0.029903999999952153,0.02763199999995579,0.021359999999965823,0.01719999999997248,0.01534399999997545,0.013663999999978138,0.013551999999978318,0.015919999999974527,0.02065599999996695,0.02748799999995602,0.04057599999993508,0.039183999999937304,0.03047999999995123,0.02319999999996288,0.017471999999972045,0.015567999999975091,0.01443199999997691,0.016927999999972916,0.020815999999966694,0.026063999999958298,0.027087999999956657,0.018703999999970074,0.41895999999932965,0
0.05158399999991747,0.016767999999973172,0.022463999999964058,0.024591999999960652,0.020351999999967438,0.01659199999997345,0.015695999999974886,0.01559999999997504,0.018383999999970587,0.021935999999964904,0.028607999999954226,0.04319999999993088,0.06363199999989819,0.07295999999988326,0.05643199999990971,0.04116799999993413,0.028447999999954482,0.022159999999964545,0.01916799999996933,0.018047999999971122,0.017615999999971814,0.019007999999969587,0.01708799999997266,0.012431999999980108,0.3160639999994943,0
0.07295999999988326,0.021327999999965874,0.02847999999995443,0.02873599999995402,0.022703999999963673,0.018415999999970536,0.014495999999976807,0.01374399999997801,0.012671999999979724,0.015727999999974835,0.01897599999996964,0.02545599999995927,0.029759999999952384,0.030639999999950977,0.022351999999964237,0.018879999999969792,0.015119999999975807,0.01748799999997202,0.016047999999974322,0.01923199999996923,0.022271999999964365,0.02763199999995579,0.025695999999958887,0.01942399999996892,0.44175999999929316,0
0.06019199999990369,0.02108799999996626,0.02785599999995543,0.02711999999995661,0.02179199999996513,0.01734399999997225,0.015791999999974732,0.015951999999974476,0.0179359999999713,0.018783999999969946,0.024335999999961062,0.032751999999947594,0.038495999999938406,0.04103999999993434,0.029951999999952076,0.026079999999958272,0.02142399999996572,0.019391999999968972,0.018847999999969844,0.019647999999968562,0.02225599999996439,0.024239999999961216,0.02388799999996178,0.01716799999997253,0.3966239999993654,0
0.05607999999991027,0.01711999999997261,0.023615999999962216,0.025535999999959143,0.022207999999964468,0.018271999999970763,0.01596799999997445,0.017103999999972634,0.018591999999970254,0.021247999999966002,0.02873599999995402,0.03919999999993728,0.05284799999991544,0.05308799999991506,0.0393119999999371,0.0313759999999498,0.023727999999962036,0.021615999999965413,0.019903999999968152,0.019631999999968588,0.02076799999996677,0.021439999999965695,0.02007999999996787,0.013791999999977933,0.358735999999426,0
0.04539199999992737,0.012607999999979826,0.018815999999969895,0.02116799999996613,0.020879999999966592,0.019999999999967998,0.02025599999996759,0.02079999999996672,0.02374399999996201,0.028431999999954508,0.03769599999993969,0.050063999999919895,0.06726399999989238,0.07164799999988536,0.051247999999918005,0.03910399999993743,0.028639999999954174,0.024927999999960114,0.021135999999966182,0.020703999999966874,0.019247999999969203,0.01742399999997212,0.01425599999997719,0.010191999999983693,0.29435199999952905,0
0.05849599999990641,0.01919999999996928,0.025391999999959374,0.02691199999995694,0.023647999999962165,0.020223999999967643,0.016431999999973707,0.017503999999971993,0.016607999999973425,0.019103999999969434,0.02454399999996073,0.036431999999941705,0.044527999999928757,0.04519999999992768,0.03347199999994645,0.026239999999958016,0.019407999999968947,0.018623999999970203,0.015519999999975168,0.018095999999971045,0.021375999999965797,0.024015999999961575,0.02374399999996201,0.0173119999999723,0.38796799999937925,0
0.04847999999992243,0.014783999999976346,0.019663999999968537,0.023839999999961857,0.023263999999962776,0.02108799999996626,0.019839999999968255,0.02046399999996726,0.021295999999965926,0.028191999999954892,0.038607999999938226,0.05502399999991196,0.06673599999989323,0.06409599999989744,0.04526399999992758,0.033791999999945935,0.02585599999995863,0.02236799999996421,0.020847999999966643,0.021215999999966054,0.02291199999996334,0.02142399999996572,0.017471999999972045,0.01145599999998167,0.29201599999953276,0
0.04204799999993272,0.01214399999998057,0.017503999999971993,0.020623999999967002,0.022015999999964776,0.0226879999999637,0.022607999999963827,0.023327999999962674,0.028271999999954764,0.03219199999994849,0.041839999999933056,0.05684799999990904,0.07123199999988603,0.06911999999988941,0.05356799999991429,0.04007999999993587,0.030271999999951563,0.024047999999961524,0.02231999999996429,0.019391999999968972,0.01934399999996905,0.016607999999973425,0.01359999999997824,0.009503999999984794,0.26879999999956994,0
0.06463999999989657,0.018479999999970433,0.025231999999959627,0.028287999999954738,0.025647999999958964,0.020191999999967694,0.018767999999969972,0.01711999999997261,0.01822399999997084,0.02043199999996731,0.02494399999996009,0.03179199999994913,0.03553599999994314,0.035951999999942474,0.02771199999995566,0.024383999999960985,0.018095999999971045,0.01822399999997084,0.01607999999997427,0.01833599999997066,0.02283199999996347,0.025647999999958964,0.024191999999961293,0.01771199999997166,0.4015359999993575,0
0.05839999999990656,0.018127999999970994,0.02571199999995886,0.026559999999957503,0.023487999999962417,0.01923199999996923,0.015087999999975859,0.015615999999975014,0.017551999999971916,0.01959999999996864,0.025951999999958477,0.036351999999941834,0.04823999999992282,0.04715199999992455,0.03305599999994711,0.027151999999956558,0.020703999999966874,0.01971199999996846,0.018751999999969998,0.018927999999969716,0.0219999999999648,0.024895999999960165,0.024271999999961165,0.01619199999997409,0.37726399999939636,0
0.06239999999990016,0.02031999999996749,0.029071999999953486,0.02699199999995681,0.022271999999964365,0.018879999999969792,0.01611199999997422,0.014639999999976576,0.016287999999973938,0.017135999999972583,0.02417599999996132,0.032607999999947825,0.03950399999993679,0.037647999999939764,0.027535999999955943,0.025007999999959986,0.01905599999996951,0.018767999999969972,0.017215999999972455,0.01745599999997207,0.02091199999996654,0.02559999999995904,0.02443199999996091,0.020015999999967973,0.4059519999993505,0
0.0465599999999255,0.012303999999980313,0.018559999999970305,0.021727999999965233,0.02039999999996736,0.022591999999963853,0.02254399999996393,0.024751999999960396,0.028351999999954636,0.033759999999945986,0.04001599999993597,0.05111999999991821,0.0627519999998996,0.06121599999990206,0.05004799999991992,0.04156799999993349,0.03033599999995146,0.025471999999959246,0.02171199999996526,0.021135999999966182,0.020031999999967947,0.019407999999968947,0.014927999999976115,0.01014399999998377,0.2785599999995543,0
0.05956799999990469,0.016671999999973326,0.023183999999962904,0.023471999999962443,0.021135999999966182,0.018623999999970203,0.01651199999997358,0.015023999999975961,0.016559999999973502,0.020303999999967515,0.02625599999995799,0.037759999999939585,0.05350399999991439,0.05865599999990615,0.04515199999992776,0.03561599999994301,0.026159999999958144,0.022047999999964724,0.01956799999996869,0.019151999999969357,0.02014399999996777,0.020495999999967207,0.01819199999997089,0.013439999999978495,0.3527999999994355,0
0.057007999999908784,0.017039999999972737,0.02505599999995991,0.026751999999957195,0.024591999999960652,0.020159999999967745,0.018303999999970712,0.016959999999972865,0.017439999999972096,0.02145599999996567,0.027215999999956456,0.03950399999993679,0.051791999999917133,0.048927999999921715,0.03598399999994242,0.0313119999999499,0.024079999999961473,0.021983999999964827,0.019903999999968152,0.020031999999967947,0.024191999999961293,0.02491199999996014,0.022223999999964442,0.014639999999976576,0.34852799999944234,0
0.055471999999911245,0.017039999999972737,0.022111999999964622,0.024415999999960934,0.020959999999966464,0.01819199999997089,0.017807999999971506,0.017663999999971737,0.019119999999969408,0.021215999999966054,0.030127999999951794,0.04139199999993377,0.05369599999991408,0.05343999999991449,0.038015999999939175,0.03033599999995146,0.023119999999963007,0.02159999999996544,0.01967999999996851,0.01796799999997125,0.020239999999967617,0.020927999999966515,0.019263999999969177,0.013711999999978061,0.36247999999942004,0
0.0539359999999137,0.017727999999971635,0.025215999999959653,0.02774399999995561,0.024271999999961165,0.01974399999996841,0.01723199999997243,0.016895999999972967,0.01948799999996882,0.02046399999996726,0.028495999999954405,0.04257599999993188,0.055327999999911476,0.05449599999991281,0.03612799999994219,0.029983999999952025,0.023183999999962904,0.021615999999965413,0.019615999999968613,0.019759999999968383,0.0220639999999647,0.02327999999996275,0.021871999999965006,0.015263999999975577,0.3436159999994502,0
0.07391999999988173,0.02185599999996503,0.029391999999952973,0.02873599999995402,0.024127999999961396,0.017519999999971968,0.013215999999978854,0.013471999999978444,0.013839999999977856,0.016655999999973352,0.01927999999996915,0.02566399999995894,0.02956799999995269,0.031183999999950106,0.023375999999962597,0.020975999999966438,0.016175999999974117,0.014959999999976064,0.014559999999976704,0.01723199999997243,0.023439999999962494,0.02782399999995548,0.02502399999995996,0.01945599999996887,0.43854399999929833,0
